Assemblies	megahit_1mil_short	spades_1mil_short	megahit_10mil_short	spades_10mil_short	megahit_1mil_long	spades_1mil_long	megahit_10mil_long	spades_10mil_long
Citrus_sinensis_Mitochondrion	1561	-	0	0	4764	-	1626	4306
Diphasiastrum_alpinum_Chloroplast	-	-	-	-	-	-	-	-
Diphasiastrum_alpinum_Chromosome	7808	-	7920	-	-	6478	7908	1109
Diphasiastrum_alpinum_Mitochondrion	-	-	-	-	-	-	-	-
Dryas_octopetala_Chloroplast	5113	5416	53850	34780	31175	28314	126287	116073
Dryas_octopetala_Chromosome	7808	0	52955	65213	7177	27342	244577	454148
Dryas_octopetala_Mitochondrion	-	-	2314	3798	4764	0	120856	148438
Eleocharis_quinqueflora_Chloroplast	-	-	0	-	4764	-	2847	1278
Eleocharis_quinqueflora_Chromosome	7808	-	7920	1038	4764	6478	10755	5229
Eleocharis_quinqueflora_Mitochondrion	-	-	-	-	1020	1018	0	1278
Eriophorum_vaginatum_Chromosome	7808	-	7920	1038	4764	6478	10755	7008
Eriophorum_vaginatum_Mitochondrion	-	-	0	-	4764	-	2847	1278
Hydra_vulgaris_Chromosome	7808	-	7920	-	-	6478	7908	-
Ipomoea_triloba_Chloroplast	-	-	0	-	4764	-	-	3196
Ipomoea_triloba_Chromosome	9369	-	7920	0	4764	6478	8935	8930
Limulus_polyphemus_Mitochondrion	-	-	-	-	-	-	-	-
Linum_lewisii_Chromosome	7808	-	7920	0	4764	6478	7908	7492
Matricaria_discoidea_Chloroplast	4094	-	0	-	4764	-	-	1278
Matricaria_discoidea_Chromosome	7808	-	7920	-	4764	6478	9098	5574
Matricaria_discoidea_Mitochondrion	-	-	0	1068	-	-	0	1590
Mentha_aquatica_Chromosome	1561	-	0	-	4764	-	1190	2868
Mentha_aquatica_Mitochondrion	-	-	-	-	4764	-	0	3028
Myrica_gale_Chloroplast	4094	-	0	0	4764	-	1190	0
Myrica_gale_Chromosome	-	-	0	0	4764	-	1190	1278
Myrica_gale_Mitochondrion	-	-	0	1068	4764	-	1626	5285
Nilaparvata_lugens_Chromosome	-	-	-	-	-	-	-	-
Nilaparvata_lugens_Mitochondrion	-	-	-	-	-	-	-	-
Populus_euphratica_Chloroplast	7228	15998	16932	6411	23494	14881	42393	6830
Populus_tremula_Chloroplast	7228	12826	13427	6800	19436	15910	43565	3196
Populus_tremula_Chromosome	0	0	2241	1942	5838	0	12054	16597
Populus_tremula_Mitochondrion	-	0	7920	1399	5978	-	16025	20884
Populus_trichocarpa_Chloroplast	6209	15998	16932	7767	22428	14881	46854	4284
Populus_trichocarpa_Chromosome	0	8244	18926	7752	12243	11527	50203	42547
Salix_caprea_Chloroplast	11182	23118	66591	36011	62194	67787	136159	109030
Salix_caprea_Chromosome	7808	4847	36101	38266	13866	7480	142309	254701
Salix_caprea_Mitochondrion	-	-	7920	1399	0	6478	55941	69475
Salix_reticulata_Chloroplast	11182	23118	65288	36011	64161	68111	139338	112966
Salix_reticulata_Chromosome	7808	2790	32755	45952	5765	10453	138500	254567
Salix_reticulata_Mitochondrion	-	-	7920	1399	0	6478	56174	73035
Scirpus_sylvaticus_Chromosome	7808	-	7920	1038	4764	6478	10755	3558
Scirpus_sylvaticus_Mitochondrion	-	-	-	-	4764	-	0	1278
Solanum_tuberosum_Chloroplast	-	-	2241	-	4764	0	-	3196
Trifolium_pratense_Mitochondrion	-	-	0	0	-	-	0	3028
Triglochin_maritima_Chloroplast	-	-	0	-	4764	-	2847	1278
Triglochin_maritima_Chromosome	-	-	0	0	4764	0	1251	10655
Triglochin_maritima_Mitochondrion	-	-	0	-	-	-	-	3028
Vaccinium_myrtillus_Chromosome	-	-	7920	-	4764	6478	9098	3028
Veronica_serpyllifolia_Chloroplast	1561	-	0	-	4764	-	-	0
Veronica_serpyllifolia_Chromosome	7808	-	7920	-	4764	6478	7908	5311
Veronica_serpyllifolia_Mitochondrion	-	-	-	-	-	-	0	3028
